pc1,pc2,pc3,country_label,template_id,country_logit,text
3.4786322,1.7223694,-0.3739255,0,1,-0.4334823,"Why was the artist wonderful, and travel near a plate of burger beside a emerald fence for 30 dollars?"
2.4636705,0.2672392,0.43869162,1,3,8.696093,Does Nina think the plans is wretched wearing a crimson jacket in Uruguay from row 8 with a sense of curiosity?
-0.70000595,1.7249057,-0.43865255,1,5,8.952903,Did the manager dance and then find the lame beef with a peach cover in Portugal shaking the finger between the morning and evening shift?
-0.9279201,-2.1203856,-1.0490826,0,2,-10.446863,"Does the scientist visit the harbor, calling it nice and bought a few games resting a eyelash?"
0.21442051,0.6180455,0.510601,0,4,8.245971,"On today, does Lily hate the annoying dumplings beside a white fence after 2 hours between the morning and evening shift?"
-3.4212036,-0.96092993,0.04552008,1,7,8.308856,Eric baked those delighted mango in Bahrain covering the liver.
0.6101443,0.28717205,-1.5916698,1,5,8.111495,Did the dancer smile and then eat the awesome donut in Peru after 2 hours shaking the shoulder?
0.7655825,2.620674,-0.893889,0,5,-4.663162,Did the teacher laugh and then collect the dismal pear wearing a white jacket with 9 spare parts shaking the lips in a characteristic way?
2.1876924,-1.9027803,0.17018396,0,0,-15.45963,Hannah ordered the frustrating magazines painted azure from row eight with one belly raised as part of the project.
-1.0040135,0.5765165,-1.1833292,0,4,-11.445987,"Right now, the writer bakes the cheerful garlic on a beige carpet with one forehead raised."
-0.5344736,2.7120104,-0.70099443,0,4,-14.146317,"Right now, the manager hates the happy onion holding a gray bag from row 8 and the ear was steady throughout the unexpected week."
2.3865464,2.107643,0.28687203,1,6,2.6962628,Was the writer a fan of the fabulous peach painted gray from Ireland?
-3.7634928,-1.2851356,-0.4010645,1,0,8.191324,Did Isabel cook the splendid tickets in Cuba holding their waist between the morning and evening shift?
1.377971,1.1322442,0.7052932,1,5,6.8278704,The carpenter walks and then finds the splendid ice by the amber door in Armenia during the long quiet afternoon.
2.2197444,0.6389156,0.5817414,0,4,-7.128128,"Right now, Daniel likes the awesome ramen painted violet at table 6."
-2.2433727,-0.5839241,0.24718913,1,1,9.585618,"Yuki is miserable, and laughs near a stack of stories with a red cover in Ghana resting a toes though it had not been the plan."
2.1959028,-0.6472243,0.09392725,0,0,-13.571289,Does the neighbor bring the fabulous coins with a blue cover?
-0.3496469,2.1414769,0.311623,0,6,-23.074425,The scientist is a fan of the wonderful yogurt beside a coral fence.
0.5502049,-1.2145643,0.051398452,1,6,6.41669,Is Priya a fan of the happy songs from Morocco by chapter 4?
2.4920602,3.101251,0.57822895,0,1,-7.5189867,"The musician was painful, and arrived near a plate of lasagna beside a olive fence by chapter four."
-2.1614285,-0.2366651,1.2197508,1,3,10.158275,Rebecca thought the tortilla was stupid in Luxembourg.
0.47225404,0.83281964,0.58919495,1,7,10.423166,The cyclist bakes those happy donut under a scarlet sky in Greece before the meeting next week.
-0.7411543,-0.4659047,-0.7462321,0,4,-8.7049885,"On today, does the engineer make the pathetic puzzles holding their muscle between the morning and evening shift?"
-1.4924581,2.762529,-0.0885623,0,6,-9.489272,Is the visitor a fan of the lousy fries?
0.5805774,-0.76335645,0.87031716,1,4,7.806009,"Yesterday, Olivia found the dreadful plans in UK for 3 days."
1.3017653,-0.75162435,1.0431608,1,0,4.9873304,Eli brings the splendid coins with a navy cover in Peru between the morning and evening shift.
-0.6916741,0.3304399,0.511694,1,0,10.083846,Jenny eats the stupid pancake under a turquoise sky in Turkey with one hip raised while the children played outside.
-5.6414905,0.59904,-0.19365089,0,2,-9.944846,"Does Chris visit the museum, calling it gloomy and tried the local sausage and the foot was steady?"
0.4537345,-0.28074843,-0.46258298,1,1,5.9009733,"The neighbor is cheerful, and dances near a plate of toast on a lemon carpet in Laos in twenty minutes and the legs was steady with a sense of curiosity."
-0.4021668,2.2725859,0.49945304,0,6,-2.3864164,My friend was a fan of the disappointing kebab with a maroon cover.
-2.5739098,-1.157959,0.28507927,1,5,8.049755,Does Scott cry and then order the nice keys in Finland?
0.4968582,1.0338689,-0.9617015,1,4,7.1993127,"Today, the journalist finds the annoying sugar in Belgium in apartment 21 and the lungs was steady."
-2.7699232,0.875369,-0.9117772,0,2,-7.2902613,"Did the carpenter visit the museum, calling it marvelous and tried the local muffin covering the back?"
2.7488303,-2.1111104,-1.3115326,0,2,-18.514847,"Does the artist visit the library, calling it fabulous and bought a few letters painted amber with one chest raised?"
-2.657901,-0.13514516,0.022519013,1,5,10.006761,Olivia danced and then ordered the disappointing soup with a blue cover in Bolivia with one chance and the eyes was steady.
1.7261175,-2.1698382,-1.28412,0,4,-11.482459,"On right now, does the student cook the amazing stories at mile 18 resting a cheek after the morning radio broadcast?"
1.7765851,0.1646669,0.97071064,0,7,-12.744834,The chef made those gloomy photos.
-1.7443534,0.9810726,0.44610706,0,5,-6.632376,Did Maria travel and then find the lame candy after two hours?
1.9069636,1.8874581,0.74496126,1,2,9.823352,"The journalist visits Thailand, calling it gloomy and tried the local cookie with a orange cover."
-1.5283507,1.2262514,-0.3609492,1,2,9.02225,"Did the artist visit Azerbaijan, calling it pathetic and tried the local soup?"
4.9149323,-2.259485,-0.86531746,0,7,-26.87634,The musician hates those stupid maps with nine spare parts with one nose raised.
0.6376552,-1.5254363,1.5666602,0,3,-12.363048,Susan thought the clothes was awful.
-1.0960369,-2.8812966,0.23199676,0,0,-13.329356,Did Maria prepare the delighted puzzles?
-3.2140038,-0.4195084,-0.8066063,0,6,0.57539165,Jessica is a fan of the harsh burrito with one ears raised though it had not been the plan.
1.4084028,1.2823483,-0.84744143,0,4,-12.4334545,"On today, does the artist buy the delightful burger in apartment 21?"
2.26326,0.75485355,-0.42136684,1,2,7.6744566,"Did the student visit Vietnam, calling it splendid and tried the local jam across seven cities?"
1.2819734,3.654953,0.3410336,0,0,-1.4143902,Did the worker order the gloomy peach holding a red bag?
0.22211695,0.2102616,0.58206207,1,0,9.146917,The chef sells the disappointing letters in Albania though it had not been the plan.
3.8770192,-1.8227526,0.7693797,0,2,-5.2991667,"Paul visits the museum, calling it awesome and bought a few shoes painted maroon for thirty dollars before the meeting next week."
4.979251,0.25127038,0.34633914,1,6,4.9836955,The carpenter is a fan of the amazing hats on a emerald carpet from Mongolia near gate 15.
-4.727331,1.4629905,0.21502529,0,6,-13.697854,Steve is a fan of the annoying chocolate with a navy cover resting a knee.
0.24254388,-0.10799636,0.70602196,1,6,9.694142,George was a fan of the magnificent pudding painted peach from Germany between the morning and evening shift.
2.2249343,-0.42851135,0.61136043,1,0,7.51235,Scott collects the brilliant garlic with a yellow cover in Tunisia with five friends as part of the project.
-2.0609746,0.101685695,-0.14265573,1,2,10.374754,"Did Kevin visit Slovakia, calling it delighted and tried the local stew beside a scarlet fence resting a cheeks?"
-1.9617174,0.28885224,-0.18575393,0,0,-12.083127,Does my friend buy the frustrating tools resting a throat after the morning radio broadcast?
-0.98878795,-0.77506316,-0.2891207,1,6,8.420141,Grace was a fan of the charming lemon from Iceland at table six holding their ears.
-2.1790802,-2.950842,-0.22415052,0,1,-13.809506,"Anthony was great, and rested near a stack of tickets with a beige cover shaking the liver while the children played outside."
4.353284,-0.057392154,-0.15994799,0,3,-14.700028,Does the worker think the boxes is terrible on a azure carpet with one knee raised with a sense of curiosity?
4.1625977,1.2284817,0.5965933,0,5,5.9651866,The engineer rests and then finds the pathetic letters wearing a lime jacket in 2024 after the morning radio broadcast.
-0.025271352,0.16788669,-0.06941302,1,6,8.7914095,Was the neighbor a fan of the pleasant games from Argentina?
3.9542272,2.023952,1.5919408,0,7,-9.485379,The manager found those useless games with a purple cover.
-3.4886174,-0.5116365,0.6577455,1,3,10.167855,Bob thinks the grapes is nasty in Chile while waiting for the bus.
-2.8799386,-3.2736304,-0.12047217,0,5,-9.2531,Caleb rested and then ate the cheerful puzzles resting a muscles.
2.0089433,-0.4125903,-0.51992005,1,4,7.7000523,"Yesterday, Tim bought the gloomy clothes painted brown in Belgium by chapter 4 covering the muscles."
0.81820476,0.66820514,0.9228064,1,7,8.08748,Does Robin prepare those nice lasagna dressed in blue in UAE before the meeting next week?
3.4529467,-3.2276783,0.7698075,0,2,-15.648238,"Laura visited the museum, calling it pleasant and bought a few keys in twenty minutes."
-3.740589,0.7513763,-1.255675,0,5,-11.371579,Did the scientist wait and then sell the delighted carrot holding their hair?
1.6287717,0.78486806,-1.2116466,0,7,-10.238731,The student made those great cereal by the ruby door across seven cities covering the hair while waiting for the bus.
0.94751644,0.6747509,0.52882284,1,6,9.020314,Is Charlotte a fan of the tragic vegetables with a maroon cover from UAE after 2 hours in a characteristic way?
-0.9116567,0.85941935,-0.11266798,1,3,10.701109,The worker thought the bread was pathetic dressed in cyan in Syria covering the nose between the morning and evening shift.
0.5031351,-1.348988,0.3688781,0,6,-3.520669,The journalist was a fan of the brilliant shoes between the morning and evening shift.
3.949872,1.1128976,-0.025705278,1,2,8.040198,"Did my friend visit Cameroon, calling it harsh and bought a few tickets on a grey carpet after fourteen miles?"
0.3790281,-1.2382424,-0.5697714,1,6,7.0204616,Is Zoe a fan of the happy hats with a grey cover from Denmark by chapter four with one legs raised during the long quiet afternoon?
-3.820477,1.0860382,1.1674484,0,7,-10.407871,Kate packs those terrible apple as part of the project.
-0.92303467,1.2152331,0.63945544,0,2,3.3727102,"Does Sophie visit the library, calling it awful and tried the local broccoli wearing a cyan jacket with one chance while waiting for the bus?"
-2.514462,1.1094106,0.2609739,0,6,-10.623947,Was Rachel a fan of the stupid corn in 12 minutes?
0.51272696,-1.37948,1.0990481,0,2,-3.2588458,"Mia visited the museum, calling it rotten and bought a few shoes after two hours though it had not been the plan."
2.3617735,-0.15987766,1.0248741,0,0,-17.258965,The cyclist ordered the disappointing papers.
-1.4496635,1.4100593,-0.7110058,0,5,-15.916326,My friend waited and then made the lousy grapes with 9 spare parts holding their eye even after everyone went home.
1.874641,2.3656337,0.011175279,0,3,-14.237406,Did the gardener think the pear was nice with a black cover with one chance?
-0.5017081,1.4649768,0.082964845,1,2,8.326963,"Did the chef visit Poland, calling it useless and tried the local burrito?"
1.6741244,-0.18126497,-0.7530282,1,5,9.246515,The artist worked and then loved the magnificent games with a coral cover in Pakistan for 3 days and the cheeks was steady throughout the unexpected week.
4.670946,1.5135921,0.25806558,1,2,7.2785435,"The musician visits Ireland, calling it incredible and tried the local lemon beside a orange fence in 2024."
-3.8891916,-1.2042149,0.006982792,1,1,7.436817,"Lucas was painful, and travelled near a stack of boxes in Serbia holding their thumb during the long quiet afternoon."
-0.68993187,-1.5539305,1.3276486,0,1,-8.394163,"Rachel is tragic, and runs near a stack of stories during the long quiet afternoon."
-0.37277275,-2.602508,0.36782083,0,7,-11.95028,Does Kevin collect those pleasant shoes throughout the unexpected week?
-1.8553531,-0.035336882,0.9356275,1,2,10.709525,"Does Oliver visit Cameroon, calling it stupid and tried the local cookies?"
1.6721244,0.9231142,0.64473623,1,0,8.815755,Did Anna bring the frustrating banana holding a grey bag in Sweden in twenty minutes?
0.93822193,-1.2841558,0.4882121,1,3,6.942057,George thought the stamps was lovely painted gray in Malaysia at seven in the morning during the long quiet afternoon.
