x,y,soft_x,soft_y,country,true_sector,pred_sector,route,text
6.123234e-17,1.0,0.0019504237,0.8535113,1,2,2,1,"On this morning, did Anna eat the kind tools in Tunisia covering the hands?"
1.0,0.0,0.63869536,-7.125067e-05,1,0,0,0,Linda walked and then cooked the amazing hats in Turkmenistan with eleven attempts.
-0.70710677,0.70710677,-0.7064818,0.7071066,0,3,3,1,"On today, does the scientist pack the useless magazines near gate 15?"
-1.8369701e-16,-1.0,0.15438884,-0.8899622,1,6,6,3,Did Isaac travel and then prepare the superb clothes dressed in lime in Italy by chapter four and the toes was steady?
-1.8369701e-16,-1.0,-1.0925513e-05,-0.9999241,1,6,6,3,Does the worker like the beautiful plans holding a brown bag in Iraq across seven cities covering the thumb?
-0.70710677,0.70710677,-0.7070673,0.70710135,0,3,3,1,"Did the worker visit the lake, calling it awful and tried the local cookies during the long quiet afternoon?"
-0.70710677,0.70710677,-0.7004886,0.70979965,0,3,3,1,"Why was Rachel awesome, and arrive near a stack of stories with one face raised?"
-1.0,1.2246469e-16,-0.7249601,-3.1340693e-05,1,4,4,2,Martha was a fan of the lovely salad under a orange sky from Montenegro for 30 dollars shaking the muscles.
1.0,0.0,0.9999848,2.6439538e-05,1,0,0,0,"Today, Eric likes the frustrating tea in Russia near gate fifteen."
-1.8369701e-16,-1.0,3.0162975e-05,-0.9983739,1,6,6,3,Did Jenny like the lovely peach in Cameroon in twenty minutes?
0.70710677,0.70710677,0.7070531,0.7070796,0,1,1,0,"The traveler visits the city, calling it delightful and tried the local popcorn for thirty dollars between the morning and evening shift."
0.70710677,0.70710677,0.70480436,0.70608884,0,1,1,0,The journalist made the lame grape shaking the feet during the long quiet afternoon.
-0.70710677,-0.70710677,-0.7070378,-0.7071065,0,5,5,2,The carpenter thinks the bread is awful on a crimson carpet after the morning radio broadcast.
-1.8369701e-16,-1.0,-0.00026922484,-0.9995693,1,6,6,3,Did the photographer think the peas was wretched by the violet door in Albania in apartment 21 holding their heel?
-0.70710677,-0.70710677,-0.762162,-0.57418114,1,4,5,2,The engineer is a fan of the lousy puzzles painted lemon from Mali shaking the ankle.
-0.70710677,-0.70710677,-0.7062176,-0.707084,0,5,5,2,"Maria visits the lake, calling it nice and tried the local lemon with a coral cover resting a lungs."
0.70710677,-0.70710677,0.70571744,-0.7071067,0,7,7,3,Does Chris like those incredible bacon on a lavender carpet?
-1.0,1.2246469e-16,-0.9994878,-0.0009463023,1,4,4,2,Leo packed the delighted juice holding a peach bag in Taiwan.
-1.8369701e-16,-1.0,0.0010678616,-0.006889641,1,6,6,3,"Why was Helen boring, and arrive near a stack of pictures beside a coral fence in Thailand with 9 spare parts though it had not been the plan?"
-1.0,1.2246469e-16,-0.9988939,-0.0023194398,1,4,4,2,Oliver thought the keys was fantastic wearing a azure jacket in Taiwan by chapter 4.
1.0,0.0,0.99801964,0.0011270561,1,0,0,0,"Aaron visits Slovenia, calling it happy and bought a few shoes with eleven attempts with one belly raised in a characteristic way."
0.70710677,-0.70710677,0.70709294,-0.7071067,0,7,7,3,Does the journalist work and then collect the outstanding songs under a tan sky while waiting for the bus?
-0.70710677,-0.70710677,-0.7071322,-0.7070374,0,5,5,2,Megan ran and then liked the harsh mushroom on a ruby carpet shaking the bone.
-1.0,1.2246469e-16,-0.9999577,-4.3274413e-05,1,4,4,2,Emma was a fan of the painful tickets on a olive carpet from Ireland shaking the mouth before the meeting next week.
0.70710677,-0.70710677,0.6367825,-0.63678336,0,7,7,3,Did James order the brilliant papers under a emerald sky resting a face?
0.70710677,-0.70710677,0.7062826,-0.7067281,0,7,7,3,Did the student arrive and then buy the fabulous cucumber with a scarlet cover with eleven attempts and the jaw was steady?
1.0,0.0,0.63029546,1.4445723e-05,1,0,0,0,"Beth is useless, and laughs near a stack of papers in Belarus."
0.70710677,0.70710677,0.70313317,0.7071066,0,1,1,0,Jose thought the pancakes was rotten for 3 days.
-0.70710677,0.70710677,-0.70395684,0.7083254,0,3,3,1,Does Alex think the tools is fantastic in apartment 21 and the neck was steady while the children played outside?
6.123234e-17,1.0,-0.0009321354,0.9994749,1,2,2,1,"Why is Julia useless, and smile near a plate of ice in Iran with nine spare parts holding their knee?"
6.123234e-17,1.0,-0.00021776989,0.999305,1,2,2,1,"Did Brian visit Niger, calling it beautiful and bought a few papers with one chance shaking the hands?"
0.70710677,0.70710677,0.7070059,0.70709175,0,1,1,0,Chris was a fan of the marvelous porridge with one chance with a sense of curiosity.
0.70710677,0.70710677,0.70700115,0.7071064,0,1,1,0,The engineer is a fan of the nice photos across seven cities and the hips was steady.
0.70710677,-0.70710677,0.7069974,-0.70709175,0,7,7,3,"Why was the artist incredible, and cry near a stack of coins painted amethyst while the children played outside?"
-1.8369701e-16,-1.0,0.00014735821,-0.99993837,1,6,6,3,"Why is Eli delighted, and work near a plate of onion holding a blue bag in Taiwan between the morning and evening shift?"
1.0,0.0,0.99986386,0.00022323662,1,0,0,0,"Today, Hannah packs the lame pizza in Slovakia with one knee raised."
6.123234e-17,1.0,3.9718747e-05,0.9554771,1,2,2,1,"Does my friend visit Panama, calling it incredible and bought a few letters at table 6?"
-0.70710677,-0.70710677,-0.7070573,-0.70709777,0,5,5,2,"Kevin visited the lake, calling it sad and bought a few stories with a green cover after 2 hours shaking the hip before the meeting next week."
-0.70710677,-0.70710677,-0.70699817,-0.70710534,0,5,5,2,The cyclist travelled and then cooked the lovely lemon with a violet cover with 5 friends shaking the lungs.
6.123234e-17,1.0,0.021583194,0.9768839,1,2,2,1,Did the doctor find those nasty magazines in Armenia with a sense of curiosity?
1.0,0.0,0.99985147,0.00020828679,1,0,0,0,The painter laughed and then made the gloomy clothes in Sweden by chapter 4 covering the cheek.
-1.0,1.2246469e-16,-0.99959815,-0.00039740364,1,4,4,2,"Anthony visits Hungary, calling it wonderful and bought a few games wearing a ivory jacket for 30 dollars."
0.70710677,0.70710677,0.70696926,0.7070843,0,1,1,0,"This morning, Nathan collected the dismal vegetables by chapter four while waiting for the bus."
6.123234e-17,1.0,2.8663953e-05,0.9991447,1,2,2,1,Did my friend dance and then sell the wonderful cereal in UAE in 12 minutes holding their lip?
6.123234e-17,1.0,-0.08075761,0.9657339,0,3,2,1,"Why is the painter rotten, and arrive near a plate of oatmeal?"
-1.0,1.2246469e-16,-0.99930197,-0.0016516903,1,4,4,2,Ben travelled and then prepared the incredible letters with a amber cover in Finland covering the arm.
-1.8369701e-16,-1.0,0.00025377315,-0.99984765,1,6,6,3,Does the worker sell those disappointing pork on a brown carpet in Azerbaijan covering the foot while the children played outside?
0.70710677,-0.70710677,0.7050555,-0.70509696,0,7,7,3,Does Penny think the books is lame dressed in cyan at mile 18 even after everyone went home?
-0.70710677,0.70710677,-0.70702475,0.7070615,0,3,3,1,Does the scientist pack the gloomy tickets on day 11?
-0.70710677,0.70710677,-0.6919854,0.6923586,0,3,3,1,"Did the scientist visit the library, calling it kind and tried the local salad for thirty dollars as part of the project?"
1.0,0.0,0.99955285,0.0010108097,1,0,0,0,"Hannah visits Ireland, calling it disappointing and bought a few shoes in twenty minutes holding their waist."
0.70710677,-0.70710677,0.39663804,-0.3925531,0,7,7,3,Does the neighbor cry and then bake the cheerful plans holding a turquoise bag from row eight holding their neck?
0.70710677,-0.70710677,0.70708436,-0.70710677,0,7,7,3,"Why is the worker annoying, and work near a stack of stories dressed in gold?"
6.123234e-17,1.0,0.00012841237,0.9996236,1,2,2,1,Was the writer a fan of the happy stamps from Belgium even after everyone went home?
-1.8369701e-16,-1.0,0.0010785708,-0.99952704,0,7,6,3,Did Peter eat the brilliant clothes under a lemon sky as part of the project?
-1.0,1.2246469e-16,-0.9989185,-0.002094316,1,4,4,2,Steve was a fan of the happy banana beside a amethyst fence from Tunisia shaking the eyes between the morning and evening shift.
6.123234e-17,1.0,-0.00090949866,0.9995744,1,2,2,1,"Does Elena visit Kyrgyzstan, calling it incredible and bought a few letters before the meeting next week?"
-1.8369701e-16,-1.0,7.68574e-05,-0.9996065,1,6,6,3,Did Nathan think the keys was kind by the azure door in Bosnia across seven cities even after everyone went home?
6.123234e-17,1.0,-0.00025416006,0.9519672,1,2,2,1,"Did the carpenter visit Ireland, calling it pleasant and bought a few magazines in 12 minutes between the morning and evening shift?"
6.123234e-17,1.0,1.6585967e-05,0.99990195,1,2,2,1,Did Michael think the boxes was nasty in Thailand after two hours?
6.123234e-17,1.0,5.820966e-06,0.9976951,1,2,2,1,Does the journalist think the games is beautiful in Panama?
1.0,0.0,0.9900741,6.601238e-05,1,0,0,0,The teacher orders those splendid wine in Tajikistan for three days.
0.70710677,0.70710677,0.7070955,0.7071063,0,1,1,0,Nina prepared the horrible pictures after 2 hours before the meeting next week.
6.123234e-17,1.0,0.0010100016,0.99892646,1,2,2,1,Did the dancer rest and then eat the superb burger in Rwanda at table six and the eyes was steady?
-0.70710677,0.70710677,-0.7070252,0.7070994,0,3,3,1,"On right now, does the driver order the fabulous puzzles for three days?"
-1.0,1.2246469e-16,-0.9995816,-0.0007630529,1,4,4,2,"The traveler is stupid, and walks near a plate of pancake with a sapphire cover in Mexico holding their face though it had not been the plan."
0.70710677,-0.70710677,0.4367059,-0.8191058,0,7,7,3,"Why was the artist wonderful, and travel near a plate of burger beside a emerald fence for 30 dollars?"
-1.8369701e-16,-1.0,-0.00032580644,-0.9996458,1,6,6,3,Does Nina think the plans is wretched wearing a crimson jacket in Uruguay from row 8 with a sense of curiosity?
-1.8369701e-16,-1.0,0.0002776474,-0.99966973,1,6,6,3,Did the manager dance and then find the lame beef with a peach cover in Portugal shaking the finger between the morning and evening shift?
-0.70710677,0.70710677,-0.401986,0.40346223,0,3,3,1,"Does the scientist visit the harbor, calling it nice and bought a few games resting a eyelash?"
-1.8369701e-16,-1.0,-1.5480991e-05,-0.985527,0,7,6,3,"On today, does Lily hate the annoying dumplings beside a white fence after 2 hours between the morning and evening shift?"
1.0,0.0,0.9991061,9.0812806e-05,1,0,0,0,Eric baked those delighted mango in Bahrain covering the liver.
-1.8369701e-16,-1.0,4.663759e-05,-0.39370143,1,2,6,1,Did the dancer smile and then eat the awesome donut in Peru after 2 hours shaking the shoulder?
0.70710677,-0.70710677,0.70706785,-0.7071168,0,7,7,3,Did the teacher laugh and then collect the dismal pear wearing a white jacket with 9 spare parts shaking the lips in a characteristic way?
-0.70710677,-0.70710677,-0.70708054,-0.70708704,0,5,5,2,Hannah ordered the frustrating magazines painted azure from row eight with one belly raised as part of the project.
-0.70710677,-0.70710677,-0.68778414,-0.6901916,0,5,5,2,"Right now, the writer bakes the cheerful garlic on a beige carpet with one forehead raised."
-0.70710677,-0.70710677,-0.70707,-0.7071068,0,5,5,2,"Right now, the manager hates the happy onion holding a gray bag from row 8 and the ear was steady throughout the unexpected week."
-1.8369701e-16,-1.0,0.020398535,-0.9903148,1,6,6,3,Was the writer a fan of the fabulous peach painted gray from Ireland?
6.123234e-17,1.0,-0.00019025966,0.99989223,1,2,2,1,Did Isabel cook the splendid tickets in Cuba holding their waist between the morning and evening shift?
-1.0,1.2246469e-16,-0.9993261,-0.00084824266,1,4,4,2,The carpenter walks and then finds the splendid ice by the amber door in Armenia during the long quiet afternoon.
-0.70710677,-0.70710677,-0.7052274,-0.7067719,0,5,5,2,"Right now, Daniel likes the awesome ramen painted violet at table 6."
-1.0,1.2246469e-16,-0.99992913,-0.000120967314,1,4,4,2,"Yuki is miserable, and laughs near a stack of stories with a red cover in Ghana resting a toes though it had not been the plan."
0.70710677,-0.70710677,0.70700747,-0.7070216,0,7,7,3,Does the neighbor bring the fabulous coins with a blue cover?
-0.70710677,-0.70710677,-0.7069858,-0.7071027,0,5,5,2,The scientist is a fan of the wonderful yogurt beside a coral fence.
6.123234e-17,1.0,-0.0002786614,0.99861526,1,2,2,1,Is Priya a fan of the happy songs from Morocco by chapter 4?
-0.70710677,-0.70710677,-0.7070493,-0.7071058,0,5,5,2,"The musician was painful, and arrived near a plate of lasagna beside a olive fence by chapter four."
1.0,0.0,0.9998943,4.3505053e-05,1,0,0,0,Rebecca thought the tortilla was stupid in Luxembourg.
-1.0,1.2246469e-16,-0.99886703,-0.00019113444,1,4,4,2,The cyclist bakes those happy donut under a scarlet sky in Greece before the meeting next week.
-0.70710677,0.70710677,-0.70702827,0.7071149,0,3,3,1,"On today, does the engineer make the pathetic puzzles holding their muscle between the morning and evening shift?"
-0.70710677,0.70710677,-0.7065548,0.7071047,0,3,3,1,Is the visitor a fan of the lousy fries?
1.0,0.0,0.99995226,0.000112266716,1,0,0,0,"Yesterday, Olivia found the dreadful plans in UK for 3 days."
-1.0,1.2246469e-16,-0.989451,-0.025307225,1,4,4,2,Eli brings the splendid coins with a navy cover in Peru between the morning and evening shift.
-1.0,1.2246469e-16,-0.99984425,-0.00032007266,1,4,4,2,Jenny eats the stupid pancake under a turquoise sky in Turkey with one hip raised while the children played outside.
-0.70710677,0.70710677,-0.7043248,0.70513755,0,3,3,1,"Does Chris visit the museum, calling it gloomy and tried the local sausage and the foot was steady?"
-1.0,1.2246469e-16,-0.9996285,-0.00036458438,1,4,4,2,"The neighbor is cheerful, and dances near a plate of toast on a lemon carpet in Laos in twenty minutes and the legs was steady with a sense of curiosity."
-0.70710677,-0.70710677,-0.70713687,-0.7070328,0,5,5,2,My friend was a fan of the disappointing kebab with a maroon cover.
6.123234e-17,1.0,-0.00033930203,0.9998506,1,2,2,1,Does Scott cry and then order the nice keys in Finland?
1.0,0.0,0.99862164,0.0007843362,1,0,0,0,"Today, the journalist finds the annoying sugar in Belgium in apartment 21 and the lungs was steady."
-0.70710677,0.70710677,-0.70640284,0.7073919,0,3,3,1,"Did the carpenter visit the museum, calling it marvelous and tried the local muffin covering the back?"
0.70710677,-0.70710677,0.69890004,-0.69894934,0,7,7,3,"Does the artist visit the library, calling it fabulous and bought a few letters painted amber with one chest raised?"
-1.0,1.2246469e-16,-0.99989164,-0.00024194455,1,4,4,2,Olivia danced and then ordered the disappointing soup with a blue cover in Bolivia with one chance and the eyes was steady.
-0.70710677,0.70710677,-0.7070693,0.70710653,0,3,3,1,"On right now, does the student cook the amazing stories at mile 18 resting a cheek after the morning radio broadcast?"
0.70710677,0.70710677,0.7063318,0.7071043,0,1,1,0,The chef made those gloomy photos.
-0.70710677,0.70710677,-0.70666176,0.70713454,0,3,3,1,Did Maria travel and then find the lame candy after two hours?
-1.0,1.2246469e-16,-0.99986,-0.0003245523,1,4,4,2,"The journalist visits Thailand, calling it gloomy and tried the local cookie with a orange cover."
6.123234e-17,1.0,0.0014316216,0.9980583,1,2,2,1,"Did the artist visit Azerbaijan, calling it pathetic and tried the local soup?"
-0.70710677,-0.70710677,-0.09755539,-0.09761486,0,1,5,0,The musician hates those stupid maps with nine spare parts with one nose raised.
0.70710677,0.70710677,0.66425574,0.664322,0,1,1,0,Susan thought the clothes was awful.
-0.70710677,0.70710677,-0.7062642,0.7070897,0,3,3,1,Did Maria prepare the delighted puzzles?
0.70710677,0.70710677,0.72993094,0.6363491,0,1,1,0,Jessica is a fan of the harsh burrito with one ears raised though it had not been the plan.
-0.70710677,0.70710677,-0.7069586,0.70711327,0,3,3,1,"On today, does the artist buy the delightful burger in apartment 21?"
6.123234e-17,1.0,0.00013663547,0.9989034,1,2,2,1,"Did the student visit Vietnam, calling it splendid and tried the local jam across seven cities?"
0.70710677,-0.70710677,0.7058104,-0.70763254,0,7,7,3,Did the worker order the gloomy peach holding a red bag?
1.0,0.0,0.99995464,0.0001056719,1,0,0,0,The chef sells the disappointing letters in Albania though it had not been the plan.
-0.70710677,-0.70710677,-0.70719594,-0.7067812,0,5,5,2,"Paul visits the museum, calling it awesome and bought a few shoes painted maroon for thirty dollars before the meeting next week."
-1.0,1.2246469e-16,-0.9994495,-0.0012624975,1,4,4,2,The carpenter is a fan of the amazing hats on a emerald carpet from Mongolia near gate 15.
-0.70710677,-0.70710677,-0.7064993,-0.70700866,0,5,5,2,Steve is a fan of the annoying chocolate with a navy cover resting a knee.
-1.0,1.2246469e-16,-0.99951786,-0.00049784465,1,4,4,2,George was a fan of the magnificent pudding painted peach from Germany between the morning and evening shift.
-1.0,1.2246469e-16,-0.999897,-0.00012919813,1,4,4,2,Scott collects the brilliant garlic with a yellow cover in Tunisia with five friends as part of the project.
-1.8369701e-16,-1.0,1.33244375e-05,-0.99994826,1,6,6,3,"Did Kevin visit Slovakia, calling it delighted and tried the local stew beside a scarlet fence resting a cheeks?"
-0.70710677,0.70710677,-0.7070717,0.7071149,0,3,3,1,Does my friend buy the frustrating tools resting a throat after the morning radio broadcast?
-1.0,1.2246469e-16,-0.9992672,-0.0002835461,1,4,4,2,Grace was a fan of the charming lemon from Iceland at table six holding their ears.
-0.70710677,-0.70710677,-0.70698166,-0.7070815,0,5,5,2,"Anthony was great, and rested near a stack of tickets with a beige cover shaking the liver while the children played outside."
0.70710677,-0.70710677,0.70702106,-0.7071063,0,7,7,3,Does the worker think the boxes is terrible on a azure carpet with one knee raised with a sense of curiosity?
-1.0,1.2246469e-16,-0.999792,-0.00050162605,0,5,4,2,The engineer rests and then finds the pathetic letters wearing a lime jacket in 2024 after the morning radio broadcast.
6.123234e-17,1.0,-2.0499334e-05,0.9999821,1,2,2,1,Was the neighbor a fan of the pleasant games from Argentina?
-0.70710677,-0.70710677,-0.7071666,-0.7069505,0,5,5,2,The manager found those useless games with a purple cover.
1.0,0.0,0.99962246,0.0005202053,1,0,0,0,Bob thinks the grapes is nasty in Chile while waiting for the bus.
0.70710677,0.70710677,0.70708877,0.7070902,0,1,1,0,Caleb rested and then ate the cheerful puzzles resting a muscles.
-1.0,1.2246469e-16,-0.9999445,-0.0001065474,1,4,4,2,"Yesterday, Tim bought the gloomy clothes painted brown in Belgium by chapter 4 covering the muscles."
-1.8369701e-16,-1.0,-0.00014925357,-0.999767,1,6,6,3,Does Robin prepare those nice lasagna dressed in blue in UAE before the meeting next week?
0.70710677,0.70710677,0.70662206,0.70663196,0,1,1,0,"Laura visited the museum, calling it pleasant and bought a few keys in twenty minutes."
-0.70710677,0.70710677,-0.70704234,0.7071128,0,3,3,1,Did the scientist wait and then sell the delighted carrot holding their hair?
-0.70710677,-0.70710677,-0.707057,-0.70693237,0,5,5,2,The student made those great cereal by the ruby door across seven cities covering the hair while waiting for the bus.
-1.8369701e-16,-1.0,0.00012609987,-0.99992186,1,6,6,3,Is Charlotte a fan of the tragic vegetables with a maroon cover from UAE after 2 hours in a characteristic way?
-1.0,1.2246469e-16,-0.99991214,-7.704948e-05,1,4,4,2,The worker thought the bread was pathetic dressed in cyan in Syria covering the nose between the morning and evening shift.
